collection_id,collection_name,holder_count,gn_community_id,gn_community_size,total_connections,intra_community_connections,inter_community_connections,gn_community_cohesion_score,gn_bridge_score,intra_community_weight,inter_community_weight
0x26c86f2835c114571df2b6ce9ba52296cc0fa6bb,Lil Chogstars,426,3,40,35,28,7,0.8,0.2,0.6181590202255036,0.5533085768110978
0xe06f294f288478671e19dba629ab003839705e95,BUNS,387,3,40,28,27,1,0.9642857142857143,0.03571428571428571,0.5554198278812834,0.010221465076660987
0xe047e7501ac25d3003a8da147648b088d9df0b07,LootGO Looties,350,3,40,42,38,4,0.9047619047619048,0.09523809523809523,1.2961864705134862,0.05029773806442691
0x7427f8f5a390cde438f229e8b4e481677ca98af5,t3mu,322,3,40,42,37,5,0.8809523809523809,0.11904761904761904,1.66838038213804,0.09051824427430866
0xed52e0d80f4e7b295df5e622b55eff22d262f6ed,r3tards,317,3,40,43,37,6,0.8604651162790697,0.13953488372093023,2.151143946452046,0.09469020624372433
0x3db6c11474893689cdb9d7cdedc251532cadf32b,Mecha Box Mint Pass,294,3,40,45,39,6,0.8666666666666667,0.13333333333333333,1.6385872025825872,0.12066080482573671
0xe8f0635591190fb626f9d13c49b60626561ed145,Skrumpets,283,3,40,44,39,5,0.8863636363636364,0.11363636363636363,1.2556362347324348,0.09637134065894801
0x46c66c40711a2953d1768926e53134c7ab272cd5,Blench Pass,281,3,40,44,39,5,0.8863636363636364,0.11363636363636363,1.6119393758277403,0.12831531338982644
0x2b9ee0a88d69eef1cffe3ea330165e17fd976c3c,r3tardv3rs3,266,3,40,44,39,5,0.8863636363636364,0.11363636363636363,1.8311281327760092,0.14063205873477047
0x6aa4872ab4e0fdf078efd17acd45b6352f47c39c,Mon Beans,257,3,40,35,34,1,0.9714285714285714,0.02857142857142857,1.312902074197268,0.01182033096926714
0xcd719c599ebc51193c5c97cbe188f43c8c4c8745,Lost Discs,206,3,40,44,38,6,0.8636363636363636,0.13636363636363635,1.092787236344109,0.09900648780317925
0x9b72654fca42e3415a0eba357f90fa34ef0b14e4,Poply x Molandaks,196,3,40,35,31,4,0.8857142857142857,0.11428571428571428,0.5395493350791934,0.069449897036309
0xd6421e9c72199e971e5a3cde09214054e1216cd2,Mondana Baddies Eye Chain,150,3,40,33,30,3,0.9090909090909091,0.09090909090909091,1.3101052735133407,0.04818418648376675
0x8827a10506653af9de490e160ad134e6293d3b47,Monad Nurse,109,3,40,33,30,3,0.9090909090909091,0.09090909090909091,1.1498502735893221,0.041327770458205244
0x006300ab0e8969c88dcf2e7c070e6c29b6081c1f,NADSA ADMISSION TICKET,99,3,40,29,28,1,0.9655172413793104,0.034482758620689655,0.6463514671723116,0.013289036544850499
0x2ace467d5c55d75cf04ae7b9c7672bc499d8e246,Monadverse Genesis Hatch,259,4,1,16,0,16,0.0,1.0,0.0,0.8376835883596319
0x553b586f132b6bc2aafec9661d167300262fffdb,Katana Pass,214,5,1,0,0,0,0.0,0.0,0.0,0.0
0x4e88056e13de12bde065589e501033227d8188e6,The Daks Fantasies,206,6,1,30,0,30,0.0,1.0,0.0,1.0953244145551202
0x84db60168be10fb2ae274ea84e24cb22ffe11ddd,Mondana Baddies: Baddie Eye,193,7,1,27,0,27,0.0,1.0,0.0,1.1139855223364965
0xbb406139138401f4475ca5cf2d7152847159eb7a,SpiKeys,171,8,1,28,0,28,0.0,1.0,0.0,1.0695283777527507
0x4bac889f20b9de43734f15379096c98f34154c50,LaMouch x Fantasytop Pass,167,9,1,20,0,20,0.0,1.0,0.0,0.5553319674547177
0x151cf400af08bca390b16582ed6c4f096e4f17eb,DN,110,10,1,22,0,22,0.0,1.0,0.0,0.7916283028831599
0x7370a0a9e9a833bcd071b38fc25184e7afb57aff,Chog Pass,93,11,1,16,0,16,0.0,1.0,0.0,0.677643121346971
