collection_id,collection_name,holder_count,community_id,community_size,total_connections,intra_community_connections,inter_community_connections,community_cohesion_score,intra_community_weight,inter_community_weight
0xcd719c599ebc51193c5c97cbe188f43c8c4c8745,Lost Discs,206,1,35,47,33,14,0.7021276595744681,31.717505158895168,10.551717584631454
0x9b72654fca42e3415a0eba357f90fa34ef0b14e4,Poply x Molandaks,196,1,35,47,32,15,0.6808510638297872,24.725989501461434,9.536154751793587
0xd6421e9c72199e971e5a3cde09214054e1216cd2,Mondana Baddies Eye Chain,150,1,35,44,31,13,0.7045454545454546,28.691903902940776,6.7307694834704686
0x8827a10506653af9de490e160ad134e6293d3b47,Monad Nurse,109,1,35,46,32,14,0.6956521739130435,28.43075896150642,7.321515849482839
0x006300ab0e8969c88dcf2e7c070e6c29b6081c1f,NADSA ADMISSION TICKET,99,1,35,45,32,13,0.7111111111111111,26.653497259841657,6.317783903720928
0x9436689d617dd6696f94cd3d8bbdd234f30d2a52,ROARRR,2792,2,15,47,13,34,0.2765957446808511,11.847920454995638,33.357766431519195
0xd20ef03e432208af083c0fb4e401049f4f29949f,Lil chogstars Superstarlist Pass,899,2,15,47,13,34,0.2765957446808511,11.464092924016315,32.1984697357001
0x7da93750de078bfbbab0dd30635448e9ec7fb8f0,EGGcellent,564,2,15,47,13,34,0.2765957446808511,11.20664113696976,32.70240269220351
0x6341c537a6fc563029d8e8caa87da37f227358f4,Molandaks Mint Pass,546,2,15,47,13,34,0.2765957446808511,11.075803881503687,30.726083935715803
0x49d54cd9ca8c5ecadbb346dc6b4e31549f34e405,Overnads: Whitelist Pass,510,2,15,47,13,34,0.2765957446808511,13.0,32.492809720349754
0xff59f1e14c4f5522158a0cf029f94475ba469458,Mystery Token,495,2,15,47,13,34,0.2765957446808511,12.75587235835093,32.25775730934761
0x26c86f2835c114571df2b6ce9ba52296cc0fa6bb,Lil Chogstars,426,2,15,46,13,33,0.2826086956521739,12.823335576760005,22.17439841402906
0x2ace467d5c55d75cf04ae7b9c7672bc499d8e246,Monadverse Genesis Hatch,259,2,15,46,13,33,0.2826086956521739,12.013924587130564,10.617603241230585
0x553b586f132b6bc2aafec9661d167300262fffdb,Katana Pass,214,2,15,9,4,5,0.4444444444444444,0.33241924089234187,0.44613750667101876
0x4e88056e13de12bde065589e501033227d8188e6,The Daks Fantasies,206,2,15,48,14,34,0.2916666666666667,12.833452871061281,19.83964122341732
0x84db60168be10fb2ae274ea84e24cb22ffe11ddd,Mondana Baddies: Baddie Eye,193,2,15,45,13,32,0.28888888888888886,12.4564736745371,21.00573970458817
0xbb406139138401f4475ca5cf2d7152847159eb7a,SpiKeys,171,2,15,46,13,33,0.2826086956521739,12.672362181693156,16.349109822828165
0x4bac889f20b9de43734f15379096c98f34154c50,LaMouch x Fantasytop Pass,167,2,15,43,14,29,0.32558139534883723,11.80360401061408,11.28424819744636
0x151cf400af08bca390b16582ed6c4f096e4f17eb,DN,110,2,15,47,14,33,0.2978723404255319,12.334504764967843,12.912262231047302
0x7370a0a9e9a833bcd071b38fc25184e7afb57aff,Chog Pass,93,2,15,44,14,30,0.3181818181818182,11.23334761326278,9.33086343817602
